F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,Target
36.1,-228.54,-199.32,71.26,Very high,-3.81,-93.26,10770.39,-4489.86,-235.42,22774.17,540.87,106.06,19.71,43.86,165.39,976.58,-723.04,-6458.7,42.24,-3548.78,13.5,7224.59,1882.94,2327.73,18,14,-1356.41,1358.56,-67.41,-16.22,3.43,18.04,Europe,-389.91,-917.42,-1106.38
42.1,-233.54,-221.35,75.18,Medium,18.78,-212.03,8298.09,-4474.52,-153.48,15220.89,579.42,167.65,24,21.75,394.29,2529.94,-426.26,-698.52,0.06,-3884.62,2.72,8338.18,2223.76,3602.43,15,6,-6204.48,1183.4,-72.69,-4.78,15.85,9.83,UK,-436.53,-913.43,-118.72
14.82,-258.18,-227.58,96.73,Low,2.88,-124.7,21078.57,-2831.38,-183.84,11956.02,634.35,183,-3.03,22.44,70.44,2153.04,-188.87,-884.62,0,-5484.84,2.94,6521.09,1796.18,2357.64,6,16,-136.45,921.18,-75.03,-6.66,12.29,15.76,UK,-242.52,-514.57,-885.87
59.62,-208.48,-176.28,89.69,High,12.21,-176.08,4404.06,-4420.94,-148.32,6395.58,520.65,257.05,22.05,37.41,324.45,1943.18,-498.86,-1787.68,0.18,-4717.38,11.62,10652.94,1686.94,2744.28,15,8,-6966.53,1451.12,-69.84,-9.24,21.41,18.5,UK,-243.87,-1087.6,-189.89
-48.92,-162.98,-206.4,63.56,Low,20.64,-268.6,17315.61,-4797.24,-262.22,8816.28,488.97,174.71,0.09,37.47,165.27,2778.44,-185.26,-447.34,2.61,-3896.78,6.26,13652.98,1373.66,1202.46,21,12,-2992.56,936.4,-89.58,-2.52,15.2,17.2,UK,-318.9,-1010.19,89.53
25.37,-175.58,-189.64,74.02,Very high,11.7,-42.17,-5007.72,-3745.08,-264.86,26594.25,568.41,169.29,8.79,54,364.5,976.3,-320.51,-14257.7,1.17,-4461.06,25.42,7399.21,2778.62,543.84,15,8,-7209.96,939.7,-70.59,-7.76,10.9,21,UK,-266.76,-1162.71,170.39
78.87,-124.56,-182.87,110.48,Medium,-15.87,-99.66,23714.4,-4152.44,-156.48,22422.96,446.28,174.18,7.11,43.35,287.7,1166.9,-526.91,718.1,48.87,-4562.34,8.64,6093.94,1848.24,3468,6,4,-1887.9,674.56,-84.24,-7.22,11.51,18.69,Europe,-350.97,-1219.66,2783.21
54.74,-23.14,-186.75,137.58,Medium,24.93,-100.43,11955.15,-3949.94,-175.98,29585.73,532.92,171.67,16.89,42.18,298.71,2393.74,-459.72,2244,80.13,-3894.14,2.6,8558.64,3117.92,3236.43,9,10,-9422.38,1270.92,-48.72,-3.18,21.74,13.56,UK,-378.45,-313.72,683.6
26.2,-242.56,-174.82,110.8,High,19.8,-164.73,24375.36,-4400.54,-143.64,34857.42,933.84,187.94,13.05,48.78,312.48,1351.68,-565.74,7585.9,2330.43,-4315.58,7.88,10991.5,3961.08,407.7,3,8,2520.42,1233.38,-27.39,-4.18,20.11,22.03,USA,-399.78,-1327.13,3834.97
47.95,-207.42,-219.06,76.09,Very low,27.87,-132.28,19732.23,-6665.18,-187.94,17539.26,522.21,172.65,0.99,18.54,146.67,1634.18,-334.84,-14657.44,22.65,-3974.94,1.4,4830.39,2639.56,2772.03,18,4,-7573.02,704.26,-65.1,-6.6,10.85,22.9,Rest,-337.32,-1237.43,338.22
68.89,-197.94,-266.02,113.74,Very low,4.89,-76.06,26070.36,-4484.38,-176.46,38640.72,586.74,68.07,1.41,46.53,139.35,1469.38,-779.28,-5385.94,82.29,-3862.16,5.46,7320.19,2683.32,2548.17,3,8,-3493.17,1294.5,-75.75,-6.74,17.91,23.48,Rest,-345.42,-1237.24,1079.07
88.65,-223.9,-229.3,146.64,High,15.3,-196.46,-3034.02,-5589.42,-235.62,35691.87,674.25,259.24,12.06,30.27,92.85,2727.92,-245.26,-7512.22,0.15,-4116,11.58,2839.31,3258.42,3876.15,9,8,-3066.66,732.5,-58.86,-18.04,13.97,29.03,Europe,-316.11,-997.77,-1357.13
33.42,-264.86,-174.02,128.47,High,29.31,-104.17,-2615.37,-5988.58,-164.06,32841.24,582.03,124.17,12.72,37.08,299.16,2327.62,-634.88,-13475.5,3.66,-3773.88,13.82,6536.34,2294.44,2692.35,3,6,5000.72,562.64,-79.11,-8.1,8.75,15.33,USA,-246.09,-1162.59,2591.69
29.58,-56.74,-214.46,101.37,High,24.81,-140.97,23752.17,-4368.12,-231.54,28730.58,569.46,167.96,22.8,27.48,300.93,1899.58,0.19,-8703.76,3.93,-3866.44,13.1,8746.85,2961.24,1756.89,9,10,-3640.01,731.54,-65.52,-12.08,13.99,17.5,USA,-373.26,-1261.45,2032.01
39.55,-160.96,-373.46,91.55,High,-7.92,-150.58,5127.72,-4784.4,-132.88,35731.17,590.85,107.13,-12.9,29.94,270.18,1814.08,-188.42,-13875.28,7.65,-4434.96,5.74,10034.41,3000.56,1764.03,15,10,-4942.68,564.14,-75.69,-1.54,6.54,22.08,USA,-413.19,-450.78,175.1
67.21,-257.1,-166.37,116.79,High,21.03,-205.85,12488.28,-4680.4,-109.88,50405.07,477.36,157.7,4.29,31.56,155.16,1749.86,-643.49,-6714.58,12.24,-2558.48,9.06,11608.83,1121.3,2972.82,6,8,-863.35,788.38,-75.15,-5.32,6.03,13.25,Rest,-347.82,-1193.07,1063.23
19.62,-120.86,-157.33,94,Very low,20.07,-168.18,15898.47,-4776.74,-130.6,23776.98,469.29,132.09,6.24,28.26,399.9,1812.72,25.4,-6931,2.16,-3719.46,10.5,6165.68,2153.72,4495.53,12,2,548.53,1724.18,-81.87,-10.9,12.97,17.28,Europe,-362.73,-1358.61,247.02
-6.37,-243.02,-201.91,126.84,Low,36.06,-184.85,19227.75,-4052,-161.84,11399.25,626.4,128.29,12.66,43.47,96.96,1105.86,-66.46,-2141.82,10.8,-2429.68,8.84,6996.41,2270.84,692.46,9,2,-169.04,1174.74,-78.24,-4.78,16.93,15.37,USA,-303.78,-533.97,935.18
37.92,-164.52,-195.1,119.47,Low,9.99,-254.44,10641.45,-4542.5,-152.88,23974.44,504.96,145.28,7.23,26.34,322.47,2170.28,293.86,-14208.46,0.03,-4635.58,19.52,1631.76,2126.8,1122.84,12,4,-5013.07,712.82,-69.21,-3.1,20.54,15.09,USA,-371.34,-1266.57,343.2
16.99,-215.52,-225.95,127.54,Low,29.67,-195.51,-834.48,-3205.88,-173.78,22791.21,99.21,207.35,16.5,40.95,75.33,1967.62,-208.23,-2319.18,0,-1594.64,9.34,11459.98,1810.1,940.14,9,8,-1014.17,1301.44,-67.77,-9.76,8.17,18.67,Rest,-233.16,-1137.6,-239.21
73.76,-82.02,-266.87,118.57,Medium,32.67,-142.5,9484.14,-4381.94,-191.2,24554.13,612.84,169.41,9.3,23.61,412.77,2922.08,-633.54,-15503.62,0.63,-4728.04,7.22,5895.47,1141.3,2636.1,21,14,-1901.67,675.42,-47.94,-10.3,18.86,15.17,USA,-280.8,-1089.69,-145.59
37.29,-179.12,-205.5,110.9,Low,6.06,-160.96,16232.22,-4272.22,-212.5,38287.02,555.72,110.87,35.76,36.9,346.17,1957.74,-621.02,-3898.68,18.48,-3381.24,3.62,3594.16,2350.24,954.03,15,4,-4194.52,1367.48,-69.84,-9.3,16.07,16.13,USA,-96.54,-1005.79,531.51
31.99,-258.18,-167.21,128.35,Very low,25.89,-173.6,3186.36,-3989.76,-156.38,27231.54,354.57,111.55,16.5,34.83,208.02,674.7,-565,-7563.22,0.06,-3742.72,3.94,4337.68,2712.38,2082.45,6,10,-3373.24,1370.82,-73.92,-7.6,26.1,18.73,USA,-243.48,-1122.3,-121.99
49.81,-218.06,-108.78,96.44,Very low,2.04,-187.84,8218.29,-4631.3,-160.72,30215.97,577.56,145.19,5.64,45.39,266.13,2800.86,-88.15,-8831.9,1.38,-3232.54,4.54,6201.79,1258.04,1006.68,18,4,-1031.23,158.96,-71.46,-23.28,9.73,14.84,Europe,-187.59,-1536.66,-1440.7
64.42,-356.54,-164.96,120.58,Low,16.29,-208.04,21206.76,-5642.7,-227.62,31846.29,386.88,162.88,14.31,41.67,344.88,2181.56,-236.22,-16860.36,262.17,-4512.18,5.8,8362.72,2696.74,350.55,12,8,1259.74,-27.04,-56.79,-3.1,4.97,14.27,USA,-266.37,-1032.44,3345.31
45.6,-279.66,-168.83,69.73,High,19.77,-180.73,14605.74,-4049,-98.26,35918.76,518.49,190.4,3.57,56.19,136.32,1489.52,-265.92,-9419.48,0.09,-3611.36,9.4,9640.59,3022.4,3762.63,9,12,115.91,-745.82,-79.62,-5.22,10.95,12.01,USA,-283.95,-1480.55,2005.25
44.98,-328.02,-246.09,140.71,Very low,25.2,-175.23,9645.81,-4992.84,-148.54,16866.06,546.63,137.33,6.33,32.22,176.04,2077.48,-280.3,-10050.22,0.39,-3343.48,8.2,9720.18,3338.56,1113.27,9,8,3434.5,779.18,-74.37,-14.62,13.24,23.99,USA,-378.93,-1391.49,-94.28
63.94,-120.66,-270.25,134.5,High,-5.31,-177.4,22578.03,-5533.2,-108.8,43043.82,776.43,114.91,9.6,35.52,149.91,3176.72,-142.66,2099.18,5.01,-4563.64,3.3,4753.63,2591.98,2889.9,12,0,-3280.03,338.92,-74.31,-7.54,4.52,17.18,Europe,-356.37,-998.88,2484.66
105.46,-200.96,-210.48,131.36,Medium,22.05,-171.62,2388.99,-5735.62,-228.3,17014.32,789.48,237.75,10.32,43.8,203.13,772.24,-313.42,-4975.64,6.27,-3489.16,8.7,13240.61,2190.82,1363.68,21,6,-5205.81,2320.34,-71.49,-14.6,19.11,10.94,Rest,-367.71,-1377.4,-87.95
9.54,-266.6,-240.65,113.25,Low,10.53,-97.97,20201.22,-5409.54,-156.32,11483.91,547.65,161.56,22.56,11.73,273.9,1781.54,-624.29,-20381.36,10.86,-3848.34,15.76,7571.75,858.14,2287.47,12,8,276.3,697.3,-57.51,-10.58,10.49,22.4,UK,-274.74,-1309.64,705.78
17.7,-168.4,-141.23,137.93,Very low,15.18,-127.19,8574.63,-4432.18,-211.12,6514.53,215.04,157.53,10.59,25.62,253.44,1307.42,-459.32,-12884.4,7.68,-3781.64,5.42,6892.39,2206.22,1755.06,12,6,-6940.04,1445.94,-84.42,-14.02,12.63,17.97,Rest,-275.25,-1155.64,-50.16
-9.74,-196.16,-181.95,82.13,Very low,20.22,-226.29,20527.2,-4897.24,-187.7,35296.44,673.86,158.33,12.45,34.74,318.72,2229.68,-277.16,-3357.8,0.33,-4405.84,16.38,10046.95,1845.04,3616.62,12,6,-210.3,91.12,-79.74,-7.38,11.28,17.8,Rest,-452.19,-1044.23,45
36.89,-556.96,-222.34,78.65,Very high,7.89,-165.65,-6031.11,-4546.18,-210.36,33826.8,848.13,218.26,11.28,34.59,220.47,2051.3,121.39,-6749.6,304.41,-3188.72,8.6,5125.91,3466.96,4377,24,16,936.98,-400.88,-77.85,-2.98,12.4,18.69,USA,-171.03,-1349.55,1432.82
62.72,-114.36,-195.84,33.63,Low,10.08,-147.14,11448.33,-3823.66,-318.7,23221.5,285.87,159.22,13.65,45.24,89.13,2714.42,-210.05,-4438.54,0,-3573.12,12.02,6233.22,3029.86,3189.84,12,12,-1487.24,796.8,-77.97,-3.36,10.27,8.84,USA,-434.31,-781.6,-139.89
62.26,-268.46,-161.83,149.72,High,12.21,-134.08,-1193.85,-4970.78,-198.1,10451.52,447.78,181.54,22.11,30.6,246.63,2221.88,-789.21,-7526.04,2.91,-3960.78,3.22,12505.25,2182.9,1456.26,15,8,-1434.82,1438.3,-78.24,-6.78,10.23,19.21,UK,-384.72,-1691.56,1232.01
-6.59,94.66,-200.74,51.45,Very low,5.94,-169.99,11753.31,-3982.28,-69.18,23050.65,288.87,179.29,0.9,49.32,349.23,2416.14,-719.24,-11801.22,184.74,-4120.7,9.64,5798.03,2178.36,2374.44,6,6,2120.32,1684.78,-74.49,-19.86,15.48,21.71,Rest,-380.94,-1431.09,283.16
26.98,-183.48,-173.53,154.46,Very high,21.21,-164.46,16130.19,-4865.1,-11.22,8881.83,454.5,170.65,6.66,52.56,326.31,2588.36,-89.13,-5690.58,1.23,-4334.68,7.42,5789.94,2676.92,2636.31,9,8,-1043.1,642.9,-75.81,-11.74,11.53,19.84,Europe,-190.59,-1060.36,1301.82
54.05,-183.42,-328.08,110.36,Medium,7.8,-154.98,18830.79,-4679.82,-252.78,6696.54,558.72,151.39,7.65,33.12,296.1,1897.44,-232.02,-14537.6,632.97,-4686.26,9.1,1521.22,2446.92,2272.02,3,8,-7346.96,918.6,-59.37,-1.52,9.71,15.8,UK,-387.42,-1589.16,3478.89
22.99,-261.4,-179.94,119.18,Very high,21.48,-174.94,-2382.15,-4762.06,-122.08,26533.83,-81.72,201.32,-0.03,34.95,283.8,2653.1,-851,-5563.64,7.59,-3935.14,7.7,4711.22,1651.44,1276.35,18,0,-2120.97,1475.3,-76.71,-11.24,10.71,16.65,UK,-419.91,-794.09,214.03
19.17,-364.14,-178.44,122.95,Medium,46.26,-165.31,20887.77,-4515.14,-213.56,25933.38,530.82,260.77,9.93,50.85,268.41,2183.9,-770.81,-8983.58,0.51,-4022.12,4.5,6972.42,3293.54,2265.48,18,10,1810.2,1257.9,-63.33,-3.88,20.27,19.06,UK,-391.05,-1110.29,455.03
25.13,-267.48,-176.96,118.23,High,16.29,-174.3,11938.29,-4370.6,-210.28,30260.64,455.46,105.27,13.5,36.12,318.93,2497.58,-1.34,-11796.22,338.73,-4046.26,17.88,3492.37,2326.94,2299.02,18,8,-8307.1,1205.82,-73.74,-4.08,8.63,10.57,Europe,-223.74,-1086.96,2270.01
38.75,-209.9,-225.74,83.19,Very low,6.78,-124.59,16101.18,-5741.06,-109.52,26186.58,377.13,184.09,16.35,30.6,75.72,1200.98,-122.09,-14630.26,214.11,-6345.52,9.44,4261.84,1621.28,3402.48,9,8,-3293.91,976.08,-69.06,-10.22,10.4,27.22,Rest,-463.65,-1345.86,548.26
35.55,-335.34,-230.94,125.54,High,14.88,-159.87,19498.17,-4899.64,-94.38,27063.09,517.38,145.14,1.26,15.87,456.03,2008.58,-136.8,-11428.72,9.45,-4064.08,3.66,6265.33,1989.42,1083.09,12,2,-4219.54,589.06,-63.39,-2.42,16.36,13.78,UK,-295.92,-866.6,1780.32
-59.99,-279.68,-201.19,188.13,Low,14.04,-143.52,21673.65,-5198.18,-183.92,47195.88,562.65,118.2,0.96,7.47,194.28,1055.78,-667.3,-2361.44,0,-3091.94,3.54,10895.83,2062.22,2726.37,6,10,-9253.18,337.42,-69.63,-7,11.83,16.2,UK,-207.75,-898.34,-557.01
159.45,-46.46,-119.94,83.52,Low,16.92,-174.17,5007,-4879.9,-137.12,18561.27,576.9,110.22,22.38,40.35,207.66,2334.56,-613.47,-7281.14,3.93,-3835.58,5.16,8833.28,1950.56,3713.49,9,10,-195.54,911.14,-72.93,-3.18,13.38,16.11,UK,-247.44,-1629.5,1498.51
-42.07,-239.44,-149.48,120.48,High,20.91,-153.68,12060.21,-4226.12,-167.06,22881.9,547.05,113.58,18.18,34.44,328.26,3000.4,-257.38,-4656.5,42.51,-3227.72,12.14,10677.92,1710.42,1721.37,12,12,-915.85,1399.9,-71.04,-1.32,13.44,21.04,UK,-387.06,-1378.93,2120.45
105.2,-184.22,-177.4,34.17,Very high,9.6,-149.33,4703.13,-4660.36,-249.8,26576.82,591.96,144.28,6.66,26.52,184.47,1937.54,-286.59,-11653.92,9.75,-4194.56,15.36,9275.13,2117.64,2939.58,9,10,-1566.57,1645.6,-78.72,-1.32,11.68,17.61,UK,-417.81,-1315.37,2050.9
40.58,-176.86,-228.89,107.43,Low,-5.97,-144.96,19436.64,-4926.28,-324.12,23386.5,642.15,184.43,20.31,35.07,375.27,3045.46,-557.18,-13524.6,301.83,-3983.64,1.96,3444.38,2396.68,1933.05,18,0,-964.59,759.3,-72.99,-2.1,12.67,19.67,Rest,-411.72,-1237.24,1292.84
87.38,-260.42,-203.3,137.96,Medium,10.26,-180.29,12221.7,-4545.28,-79.8,38379.84,625.89,150.11,13.17,34.41,239.85,1899.78,-166.92,-20501.24,1.62,-4128.5,6.2,3240.8,2189.84,2192.4,6,8,-3472.47,726.1,-69.87,-3.52,8.45,12.99,USA,-260.7,-892.02,1958.62
44.65,-175.3,-280.07,111.19,Very low,14.1,-149.63,-1825.83,-3174.78,-206.44,30862.98,841.41,168.86,5.76,28.08,337.11,2314.28,-834.99,6413.22,0,-6015.82,3.86,10496.62,3112.76,2518.95,6,0,-1345.39,1797.74,-66.99,-9.54,11.67,19.74,UK,-327.84,-1021.01,-1171.58
34.35,-113.08,-207.59,104.49,High,4.86,-117.14,-1971.78,-4442.4,-211.76,28997.25,808.53,187.62,6.84,36.57,249.27,1594.24,-520.58,-8399.06,1.74,-2501.16,5.44,6576.13,2454.68,2078.1,18,8,-4607.87,546.94,-74.28,-14.38,18.25,16.33,Europe,-502.77,-1327.49,-1057.69
84.2,-302.6,-187.48,86.28,Low,17.7,-166.42,-1057.68,-4942.58,-23.12,24048.39,519.51,161.05,13.89,48.3,221.46,2542.92,-14.68,-12453.84,10.86,-3679.28,9.76,358.51,2873.14,1057.65,15,8,-4533.49,1843.38,-41.55,-13.12,6.8,12.23,USA,-245.52,-1014.51,-130.06
10.79,-159.36,-259.51,61.88,Medium,17.01,-129.49,6255.33,-432.46,-96.12,22065.09,306.09,147.76,5.28,32.37,206.25,2613.34,-385.62,-4089.84,7.41,-6432.16,6.86,6521.97,1815.8,808.17,9,4,-2710.82,703.24,-48.3,-4.44,21.63,21.74,UK,-474.99,-874.41,1095.34
42.94,-195.88,-195.74,125.02,Medium,10.44,-138.84,21375.81,-5376.44,-54.24,13446.45,486.9,164.72,21,40.47,186.09,2804.92,-227.61,-2143.7,1.95,-4913.04,11.06,9937.11,2509.64,1242.72,18,8,-5142.85,168.84,-77.37,-1.4,14.32,24.69,USA,-201.24,-1297.4,2599.94
43.7,-316.98,-200.93,78.01,Very high,24.9,-190.12,12199.5,-4630.96,-281.88,16827.39,480.63,177.35,10.56,42.84,204.03,1744.8,341.9,1636.68,7.2,-3898.46,5.18,3912.78,1717.64,1099.8,15,6,2608.97,778.34,-88.41,-18.86,13.26,18.16,Europe,-227.16,-1026.61,-621.24
46.44,-215.66,-215.88,111.28,Low,15.63,-162.15,3533.67,-4248.14,-143.04,37513.02,515.34,241.96,26.19,55.83,336.9,1035.34,-444.96,-10277.8,19.59,-5143.78,4.38,10247.12,3038.06,3356.55,9,12,3902,510.34,-73.08,-4.06,11.6,12.62,Rest,-260.82,-1332.9,500.54
-32.35,-220.44,-217.97,125.47,Low,9.66,-118.04,34814.43,-4135.16,-189.62,11714.79,174.75,166.1,31.44,35.58,204.24,1649.64,-393.38,-16043.38,4.23,-4379.46,17.88,6636.02,3069.82,1554.99,12,2,1266.29,555.18,-87.51,-6.04,9.5,18.31,USA,-339.21,-798.41,1716.82
36.36,-102.16,-224.28,143.47,Very high,26.73,-155.02,23964.24,-4387.2,-58.42,27213.42,430.05,277.53,16.98,38.16,260.43,1231.38,161.43,-3034.44,3.15,-3762.08,9.78,10722.42,2662.36,3072.69,9,14,-976.58,1649.4,-67.41,-10.94,19.36,18.16,UK,-358.5,-1089.1,936.09
106.97,-187.58,-192.82,96.35,Medium,15.69,-95.82,2343.09,-2902.54,-265.82,14050.2,618.18,18.64,9.84,91.38,199.98,2184.24,-342.02,-1064.18,0.03,-3363.08,8.48,9934.24,1758.4,1706.16,15,4,-4745.79,-129.74,-83.25,-2.2,16.54,13.23,Europe,-266.7,-1400.83,510.98
62.58,-132.96,-168.57,71.56,Very high,27.87,-158.6,2979.96,-4653.64,-82.74,16373.4,700.98,83.71,16.38,37.47,359.49,1144.5,-508.46,-10805.04,138.84,-3005.14,8.26,7485.6,2364.52,541.35,0,8,-2223.8,1021.58,-84.51,-5.64,10.07,23.39,UK,-482.25,-914.39,2185.95
81.82,-49,-296.89,67.89,Very high,-0.36,-136.02,17737.95,-4323.04,-63.72,26216.55,640.47,167.1,14.37,35.52,206.79,2354.22,-516.92,9042.68,31.05,-2167.88,2.06,7951.06,2598.2,1848.54,21,8,227.76,456.1,-49.68,-1.42,22.21,11.9,Europe,-546.09,-550.34,1323.11
-73.23,-228.32,-243.58,117.41,Medium,25.05,-129.51,7248.63,-4636.6,-200.9,29547.75,544.44,165.03,1.47,55.08,363.93,1343.18,-388.6,-3241.4,2.61,-4887.22,4.14,6840.96,1611.14,1532.43,15,10,223.38,1015.54,-67.41,-7.36,11.51,19.49,USA,-520.2,-948.29,-13.75
59.71,-139.42,-176.97,120.62,High,14.94,-162.05,12243.84,-4824.42,-93.9,18943.38,555.87,159.81,-2.88,36.06,279.72,3069.1,-292.8,-9844.72,185.52,-3870.16,0.9,8447.94,2980.06,3321.6,12,12,-1426.15,1534.12,-66.15,-21.18,16.37,22.23,USA,-477.27,-1991.27,2842.05
57.42,-250.44,-195.22,103.26,Low,35.34,21.97,30456.15,-4013.92,-202.32,13317.54,516.66,210.45,1.62,17.4,334.41,2636.16,-610.86,-7538.34,197.94,-3833.78,12.42,11460.47,3007.44,3737.1,12,8,4844.63,1144.26,-87.81,-10.54,11.66,23.13,USA,-83.52,-775.94,1299.66
80.51,-205.82,-240.38,96.61,Very low,10.41,-127.82,12915.6,-4524.64,-146.12,23027.25,578.85,144.34,-4.17,35.61,164.19,2000.22,-537.18,-8975.4,2.34,-3643.58,12.16,1602.44,2142.72,2301.06,24,6,-3445.86,86.26,-46.8,-3.3,5.06,11.39,UK,-239.19,-976.92,-434.61
106.1,-250.8,-261.57,132.7,High,19.98,-85.45,8558.37,-5774.04,-161.12,28852.71,502.38,193.71,6.75,-23.07,204.45,1883.92,-248.99,-3976.04,10.23,-3346.5,4.22,5324.65,2382.72,1009.53,12,8,1298.2,672.74,-87.66,-9.54,12.68,19.42,Rest,-340.68,-1523.05,731.22
48.17,-182.74,-189.28,121.95,Very high,-20.7,-199.01,20617.08,-5101.68,-160.02,15733.92,578.58,158.94,6.12,6.27,343.71,1672.96,-261.03,-583.48,6.27,-5102.02,8.3,8917.33,1868.34,1738.38,12,8,792.12,955.26,-104.22,-8.36,12.77,29.09,Europe,-161.52,-1242.29,2355.84
18.81,-316.22,-138.59,91.84,Very high,4.56,-199.3,12844.11,-3723.1,-137.2,25506.36,524.61,113.31,5.07,48.45,68.94,2617.66,-405,-13774.84,36.6,-4101.38,5.24,11550.6,1720.46,3618.54,3,10,4064.76,1423.12,-70.47,-11.42,10.55,19.76,UK,-265.29,-1015.6,1685.2
23.79,-220.74,-200.46,113.75,High,24.09,-118.27,6295.38,-4273.32,-259.46,13420.53,337.83,184.07,11.85,43.44,105.36,3122.38,167.86,125.04,0.15,-5723.3,5.54,4330.15,2209.08,2524.65,9,4,-4940.05,730.94,-66.66,-17.7,9.08,19.8,UK,-343.89,-1435.83,295.07
32.12,-197.28,-226.47,110.83,Medium,16.86,-150.61,17382.87,-4324.24,-101.96,26506.11,523.26,206.45,6.09,36.03,380.34,1674.6,14.27,-7638.22,21.93,-3956.66,3.46,8986.92,1634.46,1237.05,9,2,3010.29,1157.92,-61.35,-1.76,5.98,19.87,USA,-402,-1110.15,3711.69
121.68,-202.5,-210.57,73.88,Low,29.07,-100.74,16785.84,-4330.66,-230.86,11987.7,315.87,150.99,-4.32,32.16,96.24,1796.18,-353.82,-18675.62,126.39,-4336.4,4.98,7730.56,2641.94,2959.29,6,8,1251.39,1273.94,-74.43,-4.58,9.58,21.21,USA,-384.27,-748.36,2660.24
59.65,-381.44,-200.7,146.61,Very low,30.39,-110.72,7574.13,-3631.74,-159.66,46164.33,507.81,168.45,10.41,39.3,304.26,2084.7,-811.84,-8284.48,11.67,-2406.4,2.68,7956.46,2010.82,2520.09,15,10,1433.37,1384.4,-80.43,-7.8,11.62,25.77,USA,-360.84,-1220.34,56.7
49.98,-263.88,-188.61,101.56,Medium,14.73,-214.35,1140.18,-4205.54,-234.02,27111.42,566.94,193.8,15.06,44.07,403.5,2520.1,-467.11,475.1,0.24,-689.2,2.78,10210.74,1838.96,2715.54,9,4,3129.85,50.66,-76.89,-18.48,8.66,19.14,Europe,-500.07,-672.94,-1447.06
-5.88,-175.86,-203.02,49.5,Medium,26.46,-104.37,3980.43,-5144.94,-113.46,17704.71,506.1,184.04,-6,34.98,144.48,3045.76,-772.83,-2321.74,139.14,-3814.08,15.62,9299.48,2212.9,2120.52,6,6,-4663.66,1863.88,-78.9,-14.3,10.98,15.94,UK,-470.43,-1289.21,1208.98
44.62,-107.92,-202.51,62.18,Low,13.92,-171.35,11118.9,-4648.24,-90.42,30860.43,467.82,133.43,27.27,46.47,214.83,2632.4,-397.91,-6122.4,13.14,-3749.3,5.88,9873.18,1459.2,3630.96,12,8,-3099.99,1024.4,-82.32,-4.92,18.34,13.57,Europe,-368.31,-817.04,366.28
91.24,-227.6,-241.44,125.34,Very low,2.04,-44.44,14409,-5037.04,-240.66,39813.27,542.85,144.36,-5.37,14.61,110.88,1508.14,-550.46,4125.22,22.2,-2677.32,0.52,9563.37,2058.84,3578.43,15,12,-6.58,381.08,-75.12,-14.72,16.1,13.84,Europe,-488.28,-1448.35,-826.5
77.65,-302.48,-184.26,93.06,Very low,1.77,-99.44,33820.95,-4706.52,-185.62,24419.4,532.44,171.2,31.44,29.46,263.94,2667.74,-252,-16922.56,34.47,-3297.32,3.86,9829.77,1676.62,2249.85,9,14,-4041.52,971.98,-68.13,-19.72,15.34,18.95,UK,-434.64,-725.54,-579.9
38.59,-249.86,-205.23,92.05,Very low,13.08,-184.1,7924.68,-5496.36,-101.12,28882.65,473.16,192.94,20.49,62.58,245.07,2102.5,-507.31,-5918.78,1.32,-4546.52,6.1,11326.26,1658.84,2832.57,24,6,-2722.27,678.6,-77.1,-3.14,7.31,23.18,Rest,-292.29,-844.88,-151.98
82.12,-319.28,-167.51,138.41,Very low,11.34,-162.59,8233.59,-3685.4,-110.78,6927.6,665.91,170.08,12.15,35.76,209.64,3481.9,-719.74,-20779.14,0.51,-4400.22,7.26,4893.53,2286.08,1797.81,15,6,-309.54,104.98,-46.29,-15.12,6.69,19.72,Rest,-267.81,-1429.7,-94.19
34.95,-286.08,-225.34,130.63,Medium,13.74,-205.08,27950.46,-4222.98,-206.44,19760.58,476.1,163.62,17.4,38.01,231.48,2621.56,-167.6,-190.28,16.2,-4150.1,7.8,6179.93,2166.96,4154.79,18,12,4320.01,1181.9,-61.83,-12.54,12.82,22.55,USA,-335.58,-1351.34,744.43
134.36,-44.58,-156.84,39.6,Very low,12.18,-148.3,1869.63,-4075.04,-119.36,19144.2,541.62,290.24,6.63,20.16,185.46,2130.96,-792.68,-1891.94,1314.78,-3644,6.48,3457.59,2133.8,762.6,9,4,-11673.12,-680.2,-87.54,-24.36,12.61,17.33,Europe,-541.05,-606.99,-1410.42
60.58,-272.28,-256.85,108.51,Low,-10.2,-67.85,4541.43,-4894.02,-111.88,20647.26,507.93,153.19,1.26,26.79,283.68,2002.6,-436.4,-4441.58,1.23,-3805.3,7.14,1122.45,1751.46,3566.4,15,2,-411.52,482.02,-77.88,-15.02,13.11,23.27,Rest,-184.86,-1706.37,134.27
88.69,-353.56,-140.31,95.96,Very high,-8.46,-204.84,-3632.55,-4768.8,-187.76,36281.37,375.45,140.64,25.38,23.01,74.01,1314.26,-757.37,-6323.06,0.03,-2250.78,3.4,6497.5,2260.78,1129.38,15,6,-1411.08,1123.06,-73.77,-6.64,13.26,18.29,USA,-295.71,-1050.76,-48.57
